year,age,sex,maritl,race,education,region,jobclass,health,health_ins,logwage,wage
2006,39,M,Married,Black,Some College,Middle Atlantic,Industrial,Good,Y,4.813,123.090
2006,39,M,Married,White,Advanced Degree,Middle Atlantic,Industrial,Very Good,Y,5.627,277.799
2004,23,M,Never Married,White,Some College,Middle Atlantic,Industrial,Good,Y,4.301,73.776
2006,49,M,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.820,123.909
2009,44,M,Married,White,< HS Grad,Middle Atlantic,Industrial,Good,N,4.477,87.981
2006,20,M,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.255,70.476
2005,43,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.626,277.601
2006,42,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,5.000,148.413
2009,46,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.740,114.476
2009,33,M,Never Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.602,99.689
2003,62,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.592,268.266
2006,38,M,Married,White,Some College,Middle Atlantic,Information,Good,Y,4.875,130.982
2005,43,M,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,N,4.699,109.834
2005,46,M,Divorced,White,College Grad,Middle Atlantic,Information,Very Good,Y,5.626,277.601
2006,18,M,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.301,73.776
2009,63,M,Married,White,Advanced Degree,Middle Atlantic,Information,Good,N,5.591,267.901
2006,43,M,Never Married,Black,Advanced Degree,Middle Atlantic,Industrial,Very Good,Y,4.785,119.741
2009,44,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.954,141.775
2008,53,M,Never Married,Black,Some College,Middle Atlantic,Information,Good,Y,4.854,128.253
2008,58,M,Never Married,White,< HS Grad,Middle Atlantic,Information,Good,Y,4.505,90.482
2003,23,M,Never Married,White,College Grad,Middle Atlantic,Industrial,Very Good,N,4.342,76.894
2004,50,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.845,127.116
2004,35,M,Never Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,4.778,118.884
2006,38,M,Married,White,Advanced Degree,Middle Atlantic,Information,Good,Y,5.301,200.543
2004,36,M,Married,White,HS Grad,Middle Atlantic,Industrial,Good,Y,4.477,87.981
2005,32,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.000,148.413
2003,56,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.592,268.266
2005,41,M,Married,White,Some College,Middle Atlantic,Information,Very Good,N,4.477,87.981
2004,40,M,Never Married,White,HS Grad,Middle Atlantic,Industrial,Good,N,4.602,99.689
2004,26,M,Never Married,White,College Grad,Middle Atlantic,Industrial,Very Good,N,4.415,82.680
2006,26,M,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Y,4.875,130.982
2008,47,M,Divorced,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.690,108.875
2007,25,M,Never Married,Black,College Grad,Middle Atlantic,Information,Very Good,N,4.000,54.598
2006,58,M,Married,Black,Some College,Middle Atlantic,Information,Good,N,5.735,309.572
2008,57,M,Married,White,HS Grad,Middle Atlantic,Information,Very Good,N,4.415,82.682
2003,30,M,Never Married,White,< HS Grad,Middle Atlantic,Information,Very Good,N,4.088,59.629
2007,44,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,5.114,166.325
2009,29,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.380,79.855
2007,51,M,Married,White,College Grad,Middle Atlantic,Industrial,Good,N,4.778,118.884
2006,37,M,Married,White,< HS Grad,Middle Atlantic,Industrial,Very Good,N,4.531,92.896
2004,67,M,Married,Asian,Advanced Degree,Middle Atlantic,Information,Good,Y,5.079,160.642
2009,34,M,Married,White,< HS Grad,Middle Atlantic,Industrial,Very Good,N,4.255,70.476
2003,50,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,4.792,120.589
2005,38,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,5.079,160.642
2008,55,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,5.146,171.765
2003,27,M,Never Married,White,Some College,Middle Atlantic,Industrial,Good,Y,4.792,120.589
2007,39,M,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.903,134.705
2007,54,M,Married,White,Some College,Middle Atlantic,Industrial,Good,Y,5.000,148.413
2008,55,M,Divorced,White,Advanced Degree,Middle Atlantic,Information,Good,Y,4.863,129.454
2003,49,M,Married,Black,Some College,Middle Atlantic,Information,Good,N,4.903,134.705
2003,42,M,Married,White,< HS Grad,Middle Atlantic,Industrial,Good,N,4.041,56.906
2005,39,M,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,N,4.477,87.981
2003,32,M,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.221,68.112
2005,39,M,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.857,128.680
2003,50,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,4.903,134.705
2004,47,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.544,94.073
2003,40,M,Never Married,White,Some College,Middle Atlantic,Industrial,Very Good,N,4.477,87.981
2006,51,M,Never Married,White,Some College,Middle Atlantic,Information,Very Good,Y,4.778,118.884
2009,28,M,Married,Asian,Some College,Middle Atlantic,Industrial,Very Good,N,4.230,68.748
2007,53,M,Divorced,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.544,94.073
2005,54,M,Married,White,Some College,Middle Atlantic,Information,Very Good,Y,4.778,118.884
2009,51,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.519,91.699
2008,33,M,Married,White,Advanced Degree,Middle Atlantic,Industrial,Very Good,N,4.903,134.705
2008,55,M,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,N,4.845,127.116
2003,44,M,Married,White,Advanced Degree,Middle Atlantic,Industrial,Very Good,Y,4.613,100.764
2009,30,M,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.663,105.928
2005,40,M,Married,Asian,Advanced Degree,Middle Atlantic,Information,Good,Y,4.477,87.981
2007,26,M,Married,White,HS Grad,Middle Atlantic,Industrial,Good,N,4.602,99.689
2006,49,M,Married,Asian,College Grad,Middle Atlantic,Information,Good,Y,4.724,112.649
2004,43,M,Married,White,Advanced Degree,Middle Atlantic,Industrial,Very Good,Y,5.097,163.516
2004,43,M,Never Married,Black,Some College,Middle Atlantic,Industrial,Very Good,Y,4.415,82.680
2008,44,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.380,79.855
2006,32,M,Never Married,White,College Grad,Middle Atlantic,Industrial,Very Good,N,3.903,49.555
2009,34,M,Married,Asian,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.029,152.839
2009,36,M,Married,Asian,College Grad,Middle Atlantic,Information,Good,Y,5.000,148.413
2006,51,M,Married,White,< HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.619,101.402
2007,42,M,Married,White,Some College,Middle Atlantic,Information,Good,N,4.561,95.689
2003,60,M,Married,White,Advanced Degree,Middle Atlantic,Industrial,Good,Y,4.778,118.884
2004,36,M,Married,White,HS Grad,Middle Atlantic,Industrial,Good,N,4.342,76.894
2006,47,M,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.778,118.884
2004,60,M,Married,White,Some College,Middle Atlantic,Information,Good,Y,4.929,138.299
2003,22,M,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.000,54.598
2005,41,M,Never Married,Black,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.176,65.111
2003,56,M,Divorced,White,College Grad,Middle Atlantic,Industrial,Very Good,N,4.699,109.834
2003,44,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.301,73.776
2005,49,M,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Y,4.663,105.928
2006,45,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.756,116.265
2003,25,M,Never Married,White,Some College,Middle Atlantic,Industrial,Very Good,N,4.544,94.073
2007,52,M,Married,White,Some College,Middle Atlantic,Industrial,Good,Y,4.778,118.884
2003,30,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.000,148.413
2009,29,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.653,104.922
2007,23,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.380,79.855
2007,48,M,Divorced,White,HS Grad,Middle Atlantic,Information,Very Good,Y,4.690,108.875
2009,44,M,Married,White,HS Grad,Middle Atlantic,Information,Very Good,N,4.699,109.834
2003,62,M,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Y,4.845,127.116
2006,33,M,Married,White,Advanced Degree,Middle Atlantic,Industrial,Very Good,Y,5.021,151.591
2008,51,M,Married,White,HS Grad,Middle Atlantic,Information,Good,Y,4.663,105.928
2006,36,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,N,5.301,200.543
2005,23,M,Married,White,HS Grad,Middle Atlantic,Industrial,Good,N,4.079,59.097
2003,51,M,Divorced,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.230,68.748
2008,47,M,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Y,5.176,176.990
2003,34,M,Never Married,White,HS Grad,Middle Atlantic,Information,Good,Y,4.643,103.902
2004,34,M,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Y,4.415,82.680
2009,43,M,Married,White,Advanced Degree,Middle Atlantic,Information,Good,Y,5.301,200.543
2006,43,M,Separated,White,Some College,Middle Atlantic,Information,Very Good,Y,4.623,101.824
2009,40,M,Never Married,White,College Grad,Middle Atlantic,Industrial,Good,Y,5.097,163.516
2005,59,M,Married,White,HS Grad,Middle Atlantic,Information,Good,N,4.653,104.922
2008,53,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.699,109.834
2004,32,M,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Y,4.653,104.922
2008,48,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.681,107.904
2008,37,M,Never Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,N,5.204,182.021
2006,20,M,Never Married,Black,Some College,Middle Atlantic,Information,Very Good,N,4.318,75.043
2004,32,M,Married,White,HS Grad,Middle Atlantic,Information,Very Good,N,4.114,61.188
2004,40,M,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.447,85.384
2004,48,M,Married,White,Some College,Middle Atlantic,Information,Good,Y,4.819,123.824
2005,43,M,Married,White,College Grad,Middle Atlantic,Information,Good,Y,5.176,176.990
2009,56,M,Married,Asian,Advanced Degree,Middle Atlantic,Information,Very Good,Y,4.778,118.884
2003,55,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,N,5.592,268.266
2008,38,M,Never Married,White,HS Grad,Middle Atlantic,Industrial,Good,Y,4.494,89.492
2006,52,M,Married,White,HS Grad,Middle Atlantic,Industrial,Good,Y,4.531,92.896
2003,40,M,Married,White,Advanced Degree,Middle Atlantic,Information,Good,N,4.845,127.116
2005,29,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,4.748,115.375
2007,45,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.875,130.984
2003,39,M,Married,Asian,< HS Grad,Middle Atlantic,Industrial,Good,N,4.230,68.748
2005,50,M,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Y,5.204,182.021
2003,50,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,4.968,143.809
2004,57,M,Married,Asian,Advanced Degree,Middle Atlantic,Information,Very Good,Y,4.903,134.705
2003,30,M,Married,White,HS Grad,Middle Atlantic,Industrial,Good,N,4.146,63.189
2005,56,M,Divorced,Black,Some College,Middle Atlantic,Information,Very Good,Y,4.322,75.356
2008,43,M,Married,Asian,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.176,176.991
2004,43,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.653,104.922
2005,67,M,Married,Black,Some College,Middle Atlantic,Information,Good,Y,4.813,123.090
2005,50,M,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Y,4.716,111.721
2005,49,M,Married,White,Some College,Middle Atlantic,Information,Very Good,Y,4.716,111.721
2004,50,M,Married,White,HS Grad,Middle Atlantic,Industrial,Good,Y,4.477,87.981
2004,59,M,Married,Black,College Grad,Middle Atlantic,Information,Very Good,Y,4.971,144.211
2007,51,M,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.763,117.147
2005,39,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.362,78.392
2009,54,M,Married,Black,Some College,Middle Atlantic,Industrial,Good,Y,4.602,99.689
2004,55,M,Married,White,Some College,Middle Atlantic,Information,Very Good,Y,4.813,123.090
2005,45,M,Married,White,Some College,Middle Atlantic,Industrial,Very Good,N,4.845,127.116
2003,54,M,Married,White,Some College,Middle Atlantic,Information,Very Good,Y,4.934,139.003
2008,23,M,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.845,127.116
2003,74,M,Widowed,Black,College Grad,Middle Atlantic,Information,Good,N,4.255,70.476
2005,52,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.699,109.834
2005,25,M,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.260,70.815
2008,45,M,Never Married,White,< HS Grad,Middle Atlantic,Industrial,Very Good,N,4.255,70.476
2004,37,M,Married,White,Some College,Middle Atlantic,Information,Very Good,Y,5.176,176.990
2005,55,M,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.732,113.567
2004,25,M,Never Married,White,< HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.415,82.680
2008,66,M,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Y,5.000,148.413
2007,47,M,Never Married,Black,College Grad,Middle Atlantic,Information,Very Good,Y,5.083,161.222
2005,36,M,Married,Black,College Grad,Middle Atlantic,Industrial,Very Good,Y,4.845,127.116
2004,63,M,Married,White,HS Grad,Middle Atlantic,Information,Good,Y,4.903,134.705
2003,44,M,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Y,5.079,160.642
2009,37,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.591,267.901
2006,32,M,Never Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Y,4.653,104.922
2004,43,M,Married,White,Some College,Middle Atlantic,Information,Very Good,Y,4.903,134.705
2009,37,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.813,123.090
2009,26,M,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.204,66.962
2004,39,M,Married,White,Some College,Middle Atlantic,Information,Very Good,Y,4.519,91.699
2008,45,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.079,160.642
2009,40,M,Never Married,Black,College Grad,Middle Atlantic,Industrial,Very Good,Y,4.919,136.876
2006,51,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.033,153.458
2009,52,M,Married,Black,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.114,61.188
2007,43,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.176,65.111
2005,52,M,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Y,4.740,114.476
2005,50,M,Never Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.204,182.021
2005,54,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,N,4.740,114.476
2004,28,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.580,97.493
2003,28,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.919,136.876
2005,26,M,Never Married,Asian,College Grad,Middle Atlantic,Information,Good,N,4.580,97.493
2009,45,M,Divorced,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.398,81.283
2003,34,M,Divorced,White,HS Grad,Middle Atlantic,Information,Very Good,N,4.301,73.776
2006,73,M,Married,Black,HS Grad,Middle Atlantic,Information,Good,Y,4.778,118.884
2009,31,M,Never Married,White,HS Grad,Middle Atlantic,Industrial,Good,Y,4.732,113.567
2005,29,M,Never Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.505,90.482
2008,40,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.079,160.642
2003,38,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.190,179.528
2004,42,M,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.996,147.767
2007,50,M,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Y,4.477,87.981
2008,51,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.078,59.033
2009,40,M,Separated,White,HS Grad,Middle Atlantic,Information,Very Good,Y,4.676,107.316
2008,25,M,Never Married,White,College Grad,Middle Atlantic,Information,Very Good,N,3.903,49.555
2009,47,M,Divorced,White,College Grad,Middle Atlantic,Industrial,Very Good,Y,4.973,144.478
2009,27,M,Married,White,Some College,Middle Atlantic,Information,Very Good,Y,4.398,81.283
2003,53,M,Divorced,White,College Grad,Middle Atlantic,Industrial,Good,N,4.402,81.635
2004,67,M,Married,Black,< HS Grad,Middle Atlantic,Information,Very Good,Y,4.477,87.981
2008,40,M,Married,Asian,College Grad,Middle Atlantic,Information,Good,Y,4.875,130.982
2003,44,M,Married,Black,College Grad,Middle Atlantic,Industrial,Very Good,Y,4.477,87.981
2004,33,M,Never Married,White,< HS Grad,Middle Atlantic,Industrial,Very Good,N,4.398,81.283
2004,29,M,Never Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.491,89.243
2003,32,M,Never Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,4.737,114.113
2009,27,M,Never Married,White,HS Grad,Middle Atlantic,Information,Very Good,Y,4.653,104.922
2003,40,M,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Y,4.724,112.649
2008,36,M,Divorced,White,HS Grad,Middle Atlantic,Information,Very Good,N,4.041,56.906
2003,48,M,Never Married,Black,HS Grad,Middle Atlantic,Information,Very Good,Y,4.477,87.981
2004,56,M,Married,White,Some College,Middle Atlantic,Information,Very Good,Y,4.778,118.884
2004,24,M,Married,White,< HS Grad,Middle Atlantic,Industrial,Very Good,N,4.845,127.116
2006,53,M,Married,Asian,Advanced Degree,Middle Atlantic,Industrial,Very Good,Y,4.903,134.705
2008,34,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.681,107.904
2007,61,M,Married,White,Some College,Middle Atlantic,Information,Very Good,N,5.641,281.746
